marka,model,year,price,currency,ad_link
Toyota,Corolla,2021 ,22000,PLN,https://www.otomoto.pl/oferta/toyota-corolla-comfort-1-8-hybrid-122km-super-cena-okazja-ID6DTExE.html#20a55c681a
Hyundai,i10,2021 ,15999,PLN,https://www.otomoto.pl/oferta/hyundai-i10-i10-5dr-1-0-5mt-access-ID6DTExt.html#20a55c681a
Skoda,Fabia 1.0,2017 ,134700,PLN,https://www.otomoto.pl/oferta/skoda-fabia-sprzedam-skoda-fabia3-12-2017-po-leasingu-ID6DTExg.html#20a55c681a
Kia,Venga,2009 ,129900,PLN,https://www.otomoto.pl/oferta/kia-venga-benzyna-klima-bez-wkladu-ID6DTExb.html#20a55c681a
Mazda,CX-30,2020 ,77900,PLN,https://www.otomoto.pl/oferta/mazda-cx-30-cx-30-5dr-suv-2-0l-skyactiv-x-180km-6at-4x4-hikari-luxury-pack-ID6DTEx3.html#20a55c681a
Mazda,3 2.0,2019 ,16800,PLN,https://www.otomoto.pl/oferta/mazda-3-hikari-luxury-pack-automat-4x4-pierwsza-rej-07-2020-ID6DTEvW.html#20a55c681a
Audi,A6 2.0,2014 ,55900,PLN,https://www.otomoto.pl/oferta/audi-a6-2-0-tdi-sline-sportowy-fotel-kolor-daytona-salonpl-ID6DTEvT.html#20a55c681a
Audi,A6 40,2021 ,4900,PLN,https://www.otomoto.pl/oferta/audi-a6-od-reki-s-line-czern-8-pakietow-nawigacja-alcantara-skora-ID6DTEvM.html#20a55c681a
Toyota,RAV4,2021 ,60000,PLN,https://www.otomoto.pl/oferta/toyota-rav4-selection-2-5-hybrid-218km-mega-rabat-okazja-ID6DTEvC.html#20a55c681a
Volkswagen,Golf Plus 1.9,2008 ,29900,PLN,https://www.otomoto.pl/oferta/volkswagen-golf-plus-1-9-tdi-united-ID6DTEvx.html#20a55c681a
Renault,Captur 1.0,2021 ,117900,PLN,https://www.otomoto.pl/oferta/renault-captur-zen-1-0-tce-90-ID6DTEvs.html#20a55c681a
Mazda,3 SKYACTIV-G,2014 ,19999,PLN,https://www.otomoto.pl/oferta/mazda-3-skyenergy-xenon-navi-2-0-hb-165km-6mt-od-reki-ID6DTEvn.html#20a55c681a
Toyota,Yaris 1.0,2003 ,5500,PLN,https://www.otomoto.pl/oferta/toyota-yaris-ID6DTEvm.html#20a55c681a
Opel,Zafira 1.6,2019 ,120000,PLN,https://www.otomoto.pl/oferta/opel-zafira-1-6-benzyna-136km-navigacjapdcgrzana-kierownica-fotele-aso-ID6DTEvd.html#20a55c681a
BMW,Seria 5 520i,2009 ,11900,PLN,https://www.otomoto.pl/oferta/bmw-seria-5-salon-polskaskoranaviksenonpdc-ID6DTEv9.html#20a55c681a
Peugeot,5008 BlueHDI,2018 ,54900,PLN,https://www.otomoto.pl/oferta/peugeot-5008-2-0-hdi-nawigacja-climatronic-panorama-7-foteli-zadbany-ID6DTEv6.html#20a55c681a
Hyundai,i20 1.2,2014 ,22500,PLN,https://www.otomoto.pl/oferta/hyundai-i20-1-2-86km-5drzwi-klima-tylko-105tys-z-niemiec-oplacony-ID6DTEwT.html#20a55c681a
Toyota,Corolla,2021 ,92900,PLN,https://www.otomoto.pl/oferta/toyota-corolla-comfort-2-0-hybrid-184km-super-rabat-okazja-ID6DTEwq.html#20a55c681a
Toyota,Corolla 2.0,2003 ,10400,PLN,https://www.otomoto.pl/oferta/toyota-corolla-ID6DTEwj.html#20a55c681a
Honda,Civic 2.0,2007 ,15900,PLN,https://www.otomoto.pl/oferta/honda-civic-honda-civic-ufo-rajdowka-wyscigowka-263-km-sekwencja-proflex-ID6DTEw3.html#20a55c681a
Toyota,Avensis,2004 ,61899,PLN,https://www.otomoto.pl/oferta/toyota-avensis-2-0-benzyna-147km-faktura-vat-marza-ID6DTEw2.html#20a55c681a
Kia,Ceed 1.4,2019 ,44000,PLN,https://www.otomoto.pl/oferta/kia-ceed-1-4-benzyna-100km-salon-pl-iwl-serwis-aso-fv23-ID6DTEw1.html#20a55c681a
Opel,Meriva 1.4,2011 ,46990,PLN,https://www.otomoto.pl/oferta/opel-meriva-1-4-turbo-ID6DTEuT.html#20a55c681a
Honda,Odyssey,2015 ,11900,PLN,https://www.otomoto.pl/oferta/honda-odyssey-touring-elite-8osob-dvd-skory-navi-odkurzacz-xenon-blindspot-ID6DTEuS.html#20a55c681a
Toyota,RAV4,2021 ,49900,PLN,https://www.otomoto.pl/oferta/toyota-rav4-comfort-2-5-hybrid-222km-super-cena-okazja-ID6DTEuA.html#20a55c681a
Skoda,RAPID 1.0,2018 ,49900,PLN,https://www.otomoto.pl/oferta/skoda-rapid-1-0-tsi-110km-ambition-podgrzewane-fotele-bluetooth-gwarancja-fv23-ID6DTEty.html#ac7236e7d9
Volvo,XC 90 2.4,2004 ,33000,PLN,https://www.otomoto.pl/oferta/volvo-xc-90-ID6DTEtu.html#ac7236e7d9
Audi,A6 2.0,2014 ,58000,PLN,https://www.otomoto.pl/oferta/audi-a6-2014-rok-2-0-diesel-bezwypadkowy-super-stan-ID6DTEto.html#ac7236e7d9
BMW,Seria 3,2015 ,61900,PLN,https://www.otomoto.pl/oferta/bmw-seria-3-polski-salon-gwarancja-ID6DTEtm.html#ac7236e7d9
Audi,A4 1.6,2004 ,13990,PLN,https://www.otomoto.pl/oferta/audi-a4-1-6-benz-102km-klimatronik-podgrz-siedzenia-alufelgi-zadbane-ID6DTEtk.html#ac7236e7d9
Opel,Insignia 1.8,2011 ,31000,PLN,https://www.otomoto.pl/oferta/opel-insignia-opel-insignia-ID6DTEtf.html#ac7236e7d9
Citroen,C5 2.0,2010 ,27900,PLN,https://www.otomoto.pl/oferta/citroen-c5-polskora-navi-alu1-exclusive-masaze-podg-fotele-hydro-ID6DTEte.html#ac7236e7d9
Volkswagen,Passat,2015 ,46900,PLN,https://www.otomoto.pl/oferta/volkswagen-passat-bezwypadkowyksiazka-serwisowa12-mieieczna-gwarancjazarejestrowany-ID6DTEt1.html#ac7236e7d9
Chevrolet,Captiva 2.0,2006 ,15999,PLN,https://www.otomoto.pl/oferta/chevrolet-captiva-4x4-sprowadzony-pelen-serwis-aso-orygial-top-polecam-ID6DTEsR.html#ac7236e7d9
BMW,X4 xDrive20d,2017 ,135000,PLN,https://www.otomoto.pl/oferta/bmw-x4-bmw-x4-xdrive20d-polski-salon-ID6DTEsN.html#ac7236e7d9
Toyota,Prius Plug-in,2020 ,119700,PLN,https://www.otomoto.pl/oferta/toyota-prius-prime-plug-in-duzy-ekran-skory-jak-nowy-5-osobowy-ID6DTEsI.html#ac7236e7d9
Alfa-Romeo,Romeo Giulia 2.0,2016 ,84900,PLN,https://www.otomoto.pl/oferta/alfa-romeo-giulia-alfa-romeo-giulia-salon-pl-serwis-aso-ID6DTEsG.html#ac7236e7d9
Volvo,V70 2.4,2004 ,9500,PLN,https://www.otomoto.pl/oferta/volvo-v70-zadbane-volvo-oplaty-1-wlasciciel-w-pl-okazja-ID6DTEsz.html#ac7236e7d9
Toyota,Auris Hybrid,2015 ,68900,PLN,https://www.otomoto.pl/oferta/toyota-auris-1szy-uzytkownik-prestige-navi-skyview-ID6DTEsx.html#ac7236e7d9
Seat,Toledo 1.9,1999 ,6000,PLN,https://www.otomoto.pl/oferta/seat-toledo-seat-toledo-1-9-tdi-wiecej-informacji-pod-nr-telefonu-ID6DTEsw.html#ac7236e7d9
Opel,Corsa,2004 ,4200,PLN,https://www.otomoto.pl/oferta/opel-corsa-1-0l-benzyna-klima-119tys-km-ID6DTEs9.html#ac7236e7d9
Audi,A6 40,2021 ,151905,PLN,https://www.otomoto.pl/oferta/audi-a6-od-reki-s-line-czern-8-pakietow-nawigacja-alcantara-skora-ID6DTEs7.html#ac7236e7d9
Volkswagen,Caravelle 2.0,2019 ,35900,PLN,https://www.otomoto.pl/oferta/volkswagen-caravelle-volkswagen-caravelle-2-0-tdi-l2-comfortline-ID6DTEs5.html#ac7236e7d9
Ford,S-Max 2.0,2010 ,22900,PLN,https://www.otomoto.pl/oferta/ford-s-max-2-0-benzyna-lift-led-145km-convers-wentylowane-fotele-okazja-ID6DTErC.html#ac7236e7d9
Volkswagen,Touran 2.0,2010 ,19900,PLN,https://www.otomoto.pl/oferta/volkswagen-touran-2-0-tdi-automat-nawigacja-climatronic-grzane-fotele-ostrowek1-ID6DTErz.html#ac7236e7d9
Volkswagen,Passat 2.0,2008 ,29900,PLN,https://www.otomoto.pl/oferta/volkswagen-passat-2-0tdi-140km-commonrail-alufelgi-parktronik-tempomat-gwarancja-vip-ID6DTErx.html#ac7236e7d9
Audi,Q5 50,2021 ,17000,PLN,https://www.otomoto.pl/oferta/audi-q5-p-stylistyczny-s-line-p-technology-p-comfort-p-ambiente-matrix-i-inne-ID6DTErr.html#ac7236e7d9
Mercedes-Benz,GLE,2021 ,9200,PLN,https://www.otomoto.pl/oferta/mercedes-benz-gle-mercedes-benz-gle-350de-4matic-suv-sosnowiec-ID6DTEr8.html#ac7236e7d9
Dacia,Duster,2011 ,18000,PLN,https://www.otomoto.pl/oferta/dacia-duster-duster-1-5-dci-laureate-107-km-fv-marza-czujniki-parkowania-ID6DTEr6.html#ac7236e7d9
Volvo,V50 D2,2011 ,25500,PLN,https://www.otomoto.pl/oferta/volvo-v50-volvo-v50-1-6-d2-ID6DTEr3.html#ac7236e7d9
Toyota,Avensis,2005 ,12500,PLN,https://www.otomoto.pl/oferta/toyota-avensis-toyota-avensis-2-2-d4d-super-silnik-zapraszam-skora-alu-ID6DTEqQ.html#ac7236e7d9
BMW,Seria 3 318i,2007 ,16900,PLN,https://www.otomoto.pl/oferta/bmw-seria-3-2-0-129km-serwis-bmw-niemiec-oryginalny-lakier-ID6DTEqN.html#ac7236e7d9
Nissan,Qashqai,2009 ,28600,PLN,https://www.otomoto.pl/oferta/nissan-qashqai-nissan-qashqai-zarejestrowane-124tys-km-ID6DTEqH.html#ac7236e7d9
Ford,Focus 2.0,2009 ,25900,PLN,https://www.otomoto.pl/oferta/ford-focus-2-0-benzyna-serwisowany-ID6DTEqE.html#ac7236e7d9
Mazda,2 1.4,2003 ,5300,PLN,https://www.otomoto.pl/oferta/mazda-2-mazda-2-benzyna-1-4-2003-rok-ID6DTEq6.html#e8f5480481
Alfa-Romeo,Romeo Giulietta,2012 ,29900,PLN,https://www.otomoto.pl/oferta/alfa-romeo-giulietta-1-4-turbo-ID6DTEq1.html#e8f5480481
Mazda,2 1.4,2005 ,4500,PLN,https://www.otomoto.pl/oferta/mazda-2-1-4-80km-klima-elektryka-okazja-ID6DTEpR.html#e8f5480481
Toyota,Corolla,2020 ,85900,PLN,https://www.otomoto.pl/oferta/toyota-corolla-08-toyota-corolla-1-6-comfort-style-tech-ID6DTEpw.html#e8f5480481
Volkswagen,Touran 2.0,2009 ,21900,PLN,https://www.otomoto.pl/oferta/volkswagen-touran-2-0-140-ps-cr-klimatronic-xenon-grzanefotele-pdc-alusy-17-cross-navi-ID6DTEpr.html#e8f5480481
Seat,Ateca 1.5,2021 ,18900,PLN,https://www.otomoto.pl/oferta/seat-ateca-style-1-5-tsi-150-km-do-odebrania-w-lipcu-ID6DTEpm.html#e8f5480481
Volkswagen,Passat 2.0,2009 ,53997,PLN,https://www.otomoto.pl/oferta/volkswagen-passat-passat-b6-2-0tdi-4mot-2009-navi-bi-xenon-skora-alu17-okazja-ID6DTEpd.html#e8f5480481
Skoda,Yeti 2.0,2014 ,154900,PLN,https://www.otomoto.pl/oferta/skoda-yeti-laurin-klement-4x4-2-0tdi-140kmalu17caliklimatronskora-ID6DTEoT.html#e8f5480481
Toyota,RAV4,2020 ,11200,PLN,https://www.otomoto.pl/oferta/toyota-rav4-208-toyota-rav4-2-5-hybrid-selection-4x2-aso-ID6DTEoN.html#e8f5480481
Opel,Insignia 2.0,2013 ,11000,PLN,https://www.otomoto.pl/oferta/opel-insignia-2-0-cdti-2013-bardzo-ladna-anglik-ID6DTEoI.html#e8f5480481
Audi,A3,2004 ,8000,PLN,https://www.otomoto.pl/oferta/audi-a3-audi-a3-ID6DTEoE.html#e8f5480481
Hyundai,Tucson 1.6,2021 ,13900,PLN,https://www.otomoto.pl/oferta/hyundai-tucson-executive-pakiet-sun-tucson-w-nowej-odslonie-zamow-juz-dzis-od-reki-ID6DTEoB.html#e8f5480481
Ford,Galaxy 1.9,2003 ,13900,PLN,https://www.otomoto.pl/oferta/ford-galaxy-ford-galaxy-1-9-okazja-ID6DTEov.html#e8f5480481
Citroen,C3 HDi,2012 ,48900,PLN,https://www.otomoto.pl/oferta/citroen-c3-zadbany-citroen-c3-atrakcyjna-cena-ID6DTEor.html#e8f5480481
Renault,Trafic,2021 ,159900,PLN,https://www.otomoto.pl/oferta/renault-trafic-nowy-trafic-po-liflcie-l2-150km-2-0-grand-pack-kamera-klima-tyl-1249zl-ID6DTEom.html#e8f5480481
Mercedes-Benz,Klasa B 180,2008 ,5000,PLN,https://www.otomoto.pl/oferta/mercedes-benz-klasa-b-mercedes-benz-b-ID6DTEo9.html#e8f5480481
Toyota,Yaris,2018 ,185000,PLN,https://www.otomoto.pl/oferta/toyota-yaris-42-toyota-yaris-1-0-premium-city-aso-salon-pl-ID6DTEo1.html#e8f5480481
Volvo,S90,2018 ,13500,PLN,https://www.otomoto.pl/oferta/volvo-s90-inscription-d5-awd-intelliafelightluxuryseatwinterblisvolvoselekt-ID6DTEnO.html#e8f5480481
Hyundai,Tucson,2021 ,4900,PLN,https://www.otomoto.pl/oferta/hyundai-tucson-hyundai-tucson-2021-hybrid-cesja-leasingu-ID6DTEnJ.html#e8f5480481
Nissan,X-Trail,2021 ,13900,PLN,https://www.otomoto.pl/oferta/nissan-x-trail-tekna-1-3-dig-t-158km-dct-dach-panoramiczny-opcje-ID6DTEnx.html#e8f5480481
Mercedes-Benz,Klasa E,2016 ,21900,PLN,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-ID6DTEnu.html#e8f5480481
Audi,A6 40,2021 ,78900,PLN,https://www.otomoto.pl/oferta/audi-a6-od-reki-hak-aktywny-tempomat-nawigacja-4strefowa-klimatyzacj-ID6DTEns.html#e8f5480481
Peugeot,207 110,2007 ,39900,PLN,https://www.otomoto.pl/oferta/peugeot-207-peugeot-207cc-1-6hdi-109km-super-stan-cabrio-warszawa-ID6DTEnm.html#e8f5480481
Volkswagen,Arteon 2.0,2021 ,4200,PLN,https://www.otomoto.pl/oferta/volkswagen-arteon-essence-2-0-tsi-190-km-dsg-dostepny-od-reki-ID6DTEnj.html#e8f5480481
Ford,C-MAX 1.5,2018 ,38900,PLN,https://www.otomoto.pl/oferta/ford-c-max-sliczny-titanium-120km-alu-navi-pdc-chrom-aso-18-ID6DTEmN.html#b6da004052
Volkswagen,Tiguan,2019 ,99700,PLN,https://www.otomoto.pl/oferta/volkswagen-tiguan-allspace-2-0-tsi-186-km-4motion-4x4-grzane-fotele-tryby-jazdy-ID6DTEmJ.html#b6da004052
Mercedes-Benz,Klasa E,2014 ,58900,PLN,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-mercedes-maly-przebieg-ID6DTEms.html#b6da004052
Peugeot,3008,2020 ,41900,PLN,https://www.otomoto.pl/oferta/peugeot-3008-1-6-puretech-180km-eat8-gt-masaze-kamery-360-audio-focal-opcje-ID6DTEmk.html#b6da004052
Skoda,Fabia,2017 ,59000,PLN,https://www.otomoto.pl/oferta/skoda-fabia-1-2-tsi-90-km-ambition-gwarancja-polski-salon-ID6DTEml.html#b6da004052
Nissan,Micra,2020 ,7200,PLN,https://www.otomoto.pl/oferta/nissan-micra-n-tec-2020r-17-alufelgi-pakiet-zimowy-kolo-zapasowe-ID6DTEmg.html#b6da004052
Citroen,C3 Aircross,2020 ,11300,PLN,https://www.otomoto.pl/oferta/citroen-c3-aircross-1-2-puretech-feel-110km-czujniki-parkowania-klimatyzacja-ID6DTEm8.html#b6da004052
Volkswagen,Bora 1.9,2000 ,15500,PLN,https://www.otomoto.pl/oferta/volkswagen-bora-1-9tdi-115km-6biegow-klimatronik-ID6DTElZ.html#b6da004052
Opel,Corsa 1.2,2007 ,29800,PLN,https://www.otomoto.pl/oferta/opel-corsa-1-2-benzyna-klima-tempomat-ID6DTElN.html#b6da004052
DS,Automobiles DS 7 Crossback 1.6,2021 ,31900,PLN,https://www.otomoto.pl/oferta/ds-automobiles-ds-7-crossback-dostepny-od-reki-e-tense-300km-4x4-louvre-ID6DTElG.html#b6da004052
Seat,Ateca 1.5,2021 ,7700,PLN,https://www.otomoto.pl/oferta/seat-ateca-style-1-5-tsi-150-km-dsg-do-odebrania-w-lipcu-ID6DTElE.html#b6da004052
Subaru,XV 2.0i-S,2021 ,147600,PLN,https://www.otomoto.pl/oferta/subaru-xv-2-0-e-boxer-active-my21-autoryzowany-dealer-subaru-dukiewicz-ID6DTEls.html#b6da004052
Volkswagen,Touran,2007 ,61900,PLN,https://www.otomoto.pl/oferta/volkswagen-touran-1-9-tdi-ID6DTElp.html#b6da004052
Skoda,Octavia 1.4,2011 ,9900,PLN,https://www.otomoto.pl/oferta/skoda-octavia-1-4-mpi-salon-pl-serwis-aso-ID6DTElg.html#b6da004052
Ford,Focus 1.0,2014 ,55400,PLN,https://www.otomoto.pl/oferta/ford-focus-1-0-ecoboost-101-km-klima-104-tys-km-ID6DTElc.html#b6da004052
Volvo,V70,2004 ,28500,PLN,https://www.otomoto.pl/oferta/volvo-v70-2004-salon-pl-2-4-diesel-automat-zadbany-ID6DTElb.html#b6da004052
Mercedes-Benz,Klasa V 250,2016 ,19900,PLN,https://www.otomoto.pl/oferta/mercedes-benz-klasa-v-250-salon-polska-ID6DTEl9.html#b6da004052
Opel,Astra 1.4,2019 ,25900,PLN,https://www.otomoto.pl/oferta/opel-astra-v-1-4t-125km-sports-tourer-enjoy-klimatronik-od-dealera-aso-fv23-ID6DTEl8.html#b6da004052
Toyota,C-HR,2021 ,10500,PLN,https://www.otomoto.pl/oferta/toyota-c-hr-gr-sport-2-0-hybrid-dynamic-force-184-km-e-cvt-kamera-cofania-felgi-19-ID6DTEkW.html#b6da004052
Honda,Civic 2.2i-CTDi,2007 ,264900,PLN,https://www.otomoto.pl/oferta/honda-civic-honda-civic-ID6DTEkU.html#b6da004052
Jaguar,XJ 3.0,2015 ,4000,PLN,https://www.otomoto.pl/oferta/jaguar-xj-2015rokstan-idealnyportflio3-0d275km-ID6DTEkC.html#b6da004052
Audi,A6 40,2021 ,66000,PLN,https://www.otomoto.pl/oferta/audi-a6-od-reki-kamera-wentylacja-matrix-led-nawigacja-ID6DTEkA.html#b6da004052
Ford,Focus 1.6,2012 ,12590,PLN,https://www.otomoto.pl/oferta/ford-focus-1-6-115-km-gwarancja-podgrzewane-fotele-6-biegow-climatronic-ID6DTEky.html#b6da004052
Peugeot,208 1.4,2012 ,42900,PLN,https://www.otomoto.pl/oferta/peugeot-208-nawigacja-zarejestrowany-2gi-wlasciciel-jasne-wnetrze-ID6DTEkv.html#b6da004052
Opel,Insignia 2.0,2011 ,17900,PLN,https://www.otomoto.pl/oferta/opel-insignia-2-0-cdti-160-km-bi-xenon-led-navi-po-oplatach-automat-ID6DTEkp.html#b6da004052
MINI,Cooper,2021 ,38500,PLN,https://www.otomoto.pl/oferta/mini-cooper-mini-hatch-5dr-cooper-classic-2021-ID6DTEjU.html#aa09966527
Toyota,Yaris,2018 ,640000,PLN,https://www.otomoto.pl/oferta/toyota-yaris-salon-polska-klimatyzacja-lpg-precrash-alu16-ele-szyby-mp3-ID6DTEjD.html#aa09966527
Mercedes-Benz,Klasa S,2021 ,7300,PLN,https://www.otomoto.pl/oferta/mercedes-benz-klasa-s-3-0-330km-linia-amg-pakiet-premium-plus-edition-executive-rear-ID6DTEjE.html#aa09966527
Nissan,Almera,2006 ,42900,PLN,https://www.otomoto.pl/oferta/nissan-almera-ID6DTEjA.html#aa09966527
Hyundai,ix35 1.6,2012 ,179900,PLN,https://www.otomoto.pl/oferta/hyundai-ix35-1-6-benzyna-135-koni-bez-wkladu-finansowego-idealny-stan-ID6DTEjq.html#aa09966527
Opel,Grandland X,2021 ,69500,PLN,https://www.otomoto.pl/oferta/opel-grandland-x-business-elegance-1-6-180-km-0078xktg-ID6DTEjh.html#aa09966527
Cupra,Ateca,2019 ,56900,PLN,https://www.otomoto.pl/oferta/cupra-ateca-300-km-4drive-dsg-pakiet-xl-kessy-beats-navi-kamery-360-ID6DTEjf.html#aa09966527
Mitsubishi,Outlander 2.4,2016 ,32999,PLN,https://www.otomoto.pl/oferta/mitsubishi-outlander-mitsubishi-outlander-gt-3-0-v6-ID6DTEiZ.html#aa09966527
Ford,Kuga,2014 ,28300,PLN,https://www.otomoto.pl/oferta/ford-kuga-darmowa-dostawa-grzane-fotele-pdc-polskora-140km-titanium-4x4-ID6DTEiX.html#aa09966527
Audi,A5,2009 ,58500,PLN,https://www.otomoto.pl/oferta/audi-a5-benzyna-skora-salon-pl-bez-wypadkowy-maly-przebieg-alu-piekna-ID6DTEiO.html#aa09966527
Ford,Mondeo 2.0,2010 ,18900,PLN,https://www.otomoto.pl/oferta/ford-mondeo-ford-mondeo-mk4-kombi-titanium-2-0-benzyna-gaz-converse-ID6DTEiK.html#aa09966527
Citroen,C3 1.2,2020 ,7900,PLN,https://www.otomoto.pl/oferta/citroen-c3-feel-pack-demo-2020-ostatnia-sztuka-83km-z-wyprzedazy-ID6DTEiF.html#aa09966527
BMW,Seria 1,2004 ,93900,PLN,https://www.otomoto.pl/oferta/bmw-seria-1-2-0d-163km-m-pakiet-szyberdach-nawigacja-skory-okazja-ID6DTEiA.html#aa09966527
Renault,Scenic 1.9,2004 ,58900,PLN,https://www.otomoto.pl/oferta/renault-scenic-sprzedam-renault-scenic-ID6DTEiw.html#aa09966527
Skoda,Karoq 1.5,2018 ,56900,PLN,https://www.otomoto.pl/oferta/skoda-karoq-1-5tsi-150km-style-nawigacja-salonpl-vat23-ID6DTEir.html#aa09966527
Mitsubishi,ASX,2016 ,9900,PLN,https://www.otomoto.pl/oferta/mitsubishi-asx-darmowa-dostawa-serwis-aso-1-wlasciciel-1-6mpi-klima-ID6DTEip.html#aa09966527
Toyota,Corolla,2019 ,18990,PLN,https://www.otomoto.pl/oferta/toyota-corolla-1-6-benzyna-132-km-ID6DTEig.html#aa09966527
Seat,Ateca 1.5,2021 ,22900,PLN,https://www.otomoto.pl/oferta/seat-ateca-style-1-5-tsi-150-km-dsg-do-odebrania-w-lipcu-ID6DTEid.html#aa09966527
Citroen,C5 II,2007 ,12400,PLN,https://www.otomoto.pl/oferta/citroen-c5-2-0-benzyna-klimatyzacja-komputer-pokladowy-hydro-kredyt-oplacony-ID6DTEi8.html#aa09966527
Skoda,Enyaq,2021 ,14000,PLN,https://www.otomoto.pl/oferta/skoda-enyaq-enyaq-80-204km-podgrzewane-fotele-swiatla-full-led-ID6DTEhT.html#aa09966527
Mercedes-Benz,Klasa C 220,2003 ,59000,PLN,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-mercedes-w203-2-2-cdi-115-tysiecy-przebiegu-autentyk-ID6DTEhP.html#aa09966527
Chevrolet,Aveo,2012 ,79900,PLN,https://www.otomoto.pl/oferta/chevrolet-aveo-darmowa-dostawa-temomat-automat-klima-kirownica-wielofunkcyjna-ID6DTEhR.html#aa09966527
Mercedes-Benz,Klasa C,2004 ,27900,PLN,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-avangarde-elektryczne-sterowanie-kierownicy-skory-fotele-z-pamiecia-ID6DTEhS.html#aa09966527
Honda,FR-V 1.8,2007 ,89000,PLN,https://www.otomoto.pl/oferta/honda-fr-v-sprzedam-honda-fr-v-ID6DTEhL.html#aa09966527
Audi,TT Coupe,2014 ,9900,PLN,https://www.otomoto.pl/oferta/audi-tt-audi-tt-skora-alcantara-podgrzewane-fotele-dotykowy-ekran-kamera-ID6DTEho.html#aa09966527
Audi,A6,2014 ,121700,PLN,https://www.otomoto.pl/oferta/audi-a6-darmowa-dostawa-hist-serwisowa-xenon-navi-automat-190km-ID6DTEhd.html#aa09966527
Renault,Clio,2014 ,10900,PLN,https://www.otomoto.pl/oferta/renault-clio-salon-polska-benzyna-gaz-oryginalny-przebieg-biala-perla-czarne-felgi-ID6DTEha.html#aa09966527
Audi,A5 1.8,2016 ,18500,PLN,https://www.otomoto.pl/oferta/audi-a5-audi-a5-1-8-tfsi-s-line-serwis-aso-salon-pl-zadbany-cesja-leasing-ID6DTEh9.html#aa09966527
Citroen,C8 2.0,2005 ,7900,PLN,https://www.otomoto.pl/oferta/citroen-c8-2-0-benzyna-7-osob-klimatyzacja-elektryczne-szyby-kredyt-oplacony-ID6DTEgI.html#16ddcf84f0
Ford,Transit Custom 320,2018 ,79900,PLN,https://www.otomoto.pl/oferta/ford-transit-custom-2-0-ecoblue-130km-czujniki-klimatyzacja-sync-salonplserwisaso-9-miejsc-ID6DTEgx.html#16ddcf84f0
Opel,Grandland X 1.2,2021 ,149900,PLN,https://www.otomoto.pl/oferta/opel-grandland-x-edition-1-2-turbo-130-km-automat-ID6DTEgr.html#16ddcf84f0
Jaguar,F-Type,2018 ,69987,PLN,https://www.otomoto.pl/oferta/jaguar-f-type-jaguar-f-type-lift-2018r-stan-perfekcyjny-wycena-dekry-na-240tys-zl-ID6DTEgn.html#16ddcf84f0
Infiniti,Q50,2014 ,59000,PLN,https://www.otomoto.pl/oferta/infiniti-q50-infiniti-q50-2014r-3-7-v6-333-konie-jak-nowe-niski-przebieg-wydechy-ID6DTEgm.html#16ddcf84f0
Volvo,V60,2014 ,41500,PLN,https://www.otomoto.pl/oferta/volvo-v60-hybrid-ID6DTEgk.html#16ddcf84f0
Ford,Focus,2013 ,38130,PLN,https://www.otomoto.pl/oferta/ford-focus-darmowa-dostawa-hist-serwisowa-182km-klima-auto-led-polskora-ID6DTEgf.html#16ddcf84f0
Volkswagen,Caddy 2.0,2016 ,7400,PLN,https://www.otomoto.pl/oferta/volkswagen-caddy-maly-przebieg-lekko-uszkodzony-ID6DTEgd.html#16ddcf84f0
Opel,Vectra,2004 ,11500,PLN,https://www.otomoto.pl/oferta/opel-vectra-1-9cdti-klima-alu-r16-120km-2004r-kombi-ID6DTEg4.html#16ddcf84f0
Mazda,3 1.6,2006 ,89900,PLN,https://www.otomoto.pl/oferta/mazda-3-na-sprzedaz-zadbana-mazda-3-ID6DTEfU.html#16ddcf84f0
Seat,Ateca,2017 ,9400,PLN,https://www.otomoto.pl/oferta/seat-ateca-darmowa-dostawa-full-led-klima-auto-pdc-ID6DTEfR.html#16ddcf84f0
Renault,Grand Scenic Gr,2006 ,22500,PLN,https://www.otomoto.pl/oferta/renault-grand-scenic-2-0-benzyna-7-foteli-nawigacja-klimatyzacja-tempomat-kredyt-ID6DTEfQ.html#16ddcf84f0
Citroen,C5,2010 ,91100,PLN,https://www.otomoto.pl/oferta/citroen-c5-sprzedam-ID6DTEfJ.html#16ddcf84f0
Honda,Civic,2019 ,4900,PLN,https://www.otomoto.pl/oferta/honda-civic-automat-executive-navi-lad-indukcyjna-dod-opony-i-wl-salon-pl-ID6DTEfF.html#16ddcf84f0
Volkswagen,Sharan 1.9,2002 ,49990,PLN,https://www.otomoto.pl/oferta/volkswagen-sharan-1-9-tdi-115-km-7-osobowy-klimatyzacja-zarejestrowany-ID6DTEfE.html#16ddcf84f0
Mercedes-Benz,Vito 116,2021 ,32300,PLN,https://www.otomoto.pl/oferta/mercedes-benz-vito-116-cdi-furgon-dlugi-nawigacja-kamera-cofania-ID6DTEfG.html#16ddcf84f0
BMW,Seria 1 128ti,2021 ,20900,PLN,https://www.otomoto.pl/oferta/bmw-seria-1-bmw-seria-1-128i-265-km-kamera-cofania-bmw-live-cockpit-ID6DTEfD.html#16ddcf84f0
